Site,Date,Snow_Depth
41,12/28/2021,0.177
41,12/29/2021,0.207
41,12/30/2021,0.199
41,12/31/2021,0.184
41,1/1/2022,0.184
41,1/2/2022,0.166
41,1/3/2022,0.138
41,1/4/2022,0.076
41,1/5/2022,0.075
41,1/6/2022,0.08
41,1/7/2022,0.113
41,1/8/2022,0.153
41,1/9/2022,0.15
41,1/10/2022,0.154
41,1/11/2022,0.151
41,1/12/2022,0.149
41,1/13/2022,0.147
41,1/14/2022,0.145
41,1/15/2022,0.142
41,1/16/2022,0.14
41,1/17/2022,0.138
41,1/18/2022,0.45
41,1/19/2022,0.37
41,1/20/2022,0.353
41,1/21/2022,0.336
41,1/22/2022,0.326
41,1/23/2022,0.318
41,1/24/2022,0.31
41,1/25/2022,0.309
41,1/26/2022,0.308
41,1/27/2022,0.347
41,1/28/2022,0.341
41,1/29/2022,0.334
41,1/30/2022,0.382
41,1/31/2022,0.371
41,2/1/2022,0.384
41,2/2/2022,0.376
41,2/3/2022,0.367
41,2/4/2022,0.453
41,2/5/2022,0.641
41,2/6/2022,0.6
41,2/7/2022,0.574
41,2/8/2022,0.617
41,2/9/2022,0.669
41,2/10/2022,0.634
41,2/11/2022,0.608
41,2/12/2022,0.585
41,2/13/2022,0.519
41,2/14/2022,0.509
41,2/15/2022,0.502
41,2/16/2022,0.383
41,2/17/2022,0.379
41,2/18/2022,0.3
41,2/19/2022,0.252
41,2/20/2022,0.262
41,2/21/2022,0.26
41,2/22/2022,0.258
41,2/23/2022,0.285
41,2/24/2022,0.193
41,2/25/2022,0.192
41,2/26/2022,0.322
41,2/27/2022,0.314
41,2/28/2022,0.319
41,3/1/2022,0.311
41,3/2/2022,0.321
41,3/3/2022,0.391
41,3/4/2022,0.39
41,3/5/2022,0.38
41,3/6/2022,0.37
41,3/7/2022,0.245
41,3/8/2022,0.191
41,3/9/2022,0.188
41,3/10/2022,0.196
41,3/11/2022,0.206
41,3/12/2022,0.204
41,3/13/2022,0.296
41,3/14/2022,0.293
41,3/15/2022,0.286
41,3/16/2022,0.277
41,3/17/2022,0.294
41,3/18/2022,0.239
41,3/19/2022,0.176
41,3/20/2022,0.159
41,3/21/2022,0.117
41,3/22/2022,0.11
41,3/23/2022,0.106
41,3/24/2022,0.105
41,3/25/2022,0.154
41,3/26/2022,0.138
41,3/27/2022,0.123
41,3/28/2022,0.114
41,3/29/2022,0.113
41,3/30/2022,0.111
41,3/31/2022,0.108
41,4/1/2022,0.075
41,4/2/2022,0.049
41,4/3/2022,0.046
41,4/4/2022,0.045
41,4/5/2022,0.035
41,4/6/2022,0.014
41,4/7/2022,0
41,4/8/2022,0
41,4/9/2022,0
41,4/10/2022,0
41,4/11/2022,0
41,4/12/2022,0
41,4/13/2022,0
41,4/14/2022,0
41,4/15/2022,0
41,4/16/2022,0
41,4/17/2022,0
41,4/18/2022,0
41,4/19/2022,0
41,4/20/2022,0.011
41,4/21/2022,0.007
41,4/22/2022,0
41,4/23/2022,0
41,4/24/2022,0
41,4/25/2022,0
41,4/26/2022,0
41,4/27/2022,0
41,4/28/2022,0.013
41,4/29/2022,0
41,4/30/2022,0
41,5/1/2022,0
41,5/2/2022,0
41,5/3/2022,0
41,5/4/2022,0
41,5/5/2022,0
41,5/6/2022,0
41,5/7/2022,0
41,5/8/2022,0
41,5/9/2022,0
41,5/10/2022,0
41,5/11/2022,0
41,5/12/2022,0
41,5/13/2022,0
41,5/14/2022,0
41,5/15/2022,0
42,10/1/2003,0
42,10/2/2003,0
42,10/3/2003,0
42,10/4/2003,0
42,10/5/2003,0
42,10/6/2003,0
42,10/7/2003,0
42,10/8/2003,0
42,10/9/2003,0
42,10/10/2003,0
42,10/11/2003,0
42,10/12/2003,0
42,10/13/2003,0
42,10/14/2003,0
42,10/15/2003,0
42,10/16/2003,0
42,10/17/2003,0
42,10/18/2003,0
42,10/19/2003,0
42,10/20/2003,0
42,10/21/2003,0
42,10/22/2003,0
42,10/23/2003,0
42,10/24/2003,0
42,10/25/2003,0
42,10/26/2003,0
42,10/27/2003,0
42,10/28/2003,0
42,10/29/2003,0
42,10/30/2003,0
42,10/31/2003,0
42,11/1/2003,0
42,11/2/2003,0
42,11/3/2003,0
42,11/4/2003,0
42,11/5/2003,0
42,11/6/2003,0
42,11/7/2003,0
42,11/8/2003,0
42,11/9/2003,0
42,11/10/2003,0
42,11/11/2003,0
42,11/12/2003,0.01
42,11/13/2003,0
42,11/14/2003,0.004
42,11/15/2003,0
42,11/16/2003,0
42,11/17/2003,0
42,11/18/2003,0
42,11/19/2003,0
42,11/20/2003,0
42,11/21/2003,0
42,11/22/2003,0
42,11/23/2003,0
42,11/24/2003,0
42,11/25/2003,0
42,11/26/2003,0
42,11/27/2003,0
42,11/28/2003,0
42,11/29/2003,0
42,11/30/2003,0
42,12/1/2003,0
42,12/2/2003,0
42,12/3/2003,0
42,12/4/2003,0
42,12/5/2003,0.012
42,12/6/2003,0.011
42,12/7/2003,0.031
42,12/8/2003,0.144
42,12/9/2003,0.295
42,12/10/2003,0.264
42,12/11/2003,0.248
42,12/12/2003,0.087
42,12/13/2003,0.086
42,12/14/2003,0.085
42,12/15/2003,0.2
42,12/16/2003,0.303
42,12/17/2003,0.337
42,12/18/2003,0.142
42,12/19/2003,0.145
42,12/20/2003,0.187
42,12/21/2003,0.186
42,12/22/2003,0.186
42,12/23/2003,0.185
42,12/24/2003,0.185
42,12/25/2003,0.168
42,12/26/2003,0.143
42,12/27/2003,0.142
42,12/28/2003,0.141
42,12/29/2003,0.141
42,12/30/2003,0.134
42,12/31/2003,0.129
42,1/1/2004,0.127
42,1/2/2004,0.126
42,1/3/2004,0.143
42,1/4/2004,0.159
42,1/5/2004,0.15
42,1/6/2004,0.149
42,1/7/2004,0.148
42,1/8/2004,0.245
42,1/9/2004,0.243
42,1/10/2004,0.242
42,1/11/2004,0.24
42,1/12/2004,0.239
42,1/13/2004,0.24
42,1/14/2004,0.249
42,1/15/2004,0.248
42,1/16/2004,0.296
42,1/17/2004,0.294
42,1/18/2004,0.291
42,1/19/2004,0.307
42,1/20/2004,0.303
42,1/21/2004,0.299
42,1/22/2004,0.296
42,1/23/2004,0.293
42,1/24/2004,0.291
42,1/25/2004,0.289
42,1/26/2004,0.287
42,1/27/2004,0.285
42,1/28/2004,0.317
42,1/29/2004,0.313
42,1/30/2004,0.31
42,1/31/2004,0.307
42,2/1/2004,0.305
42,2/2/2004,0.302
42,2/3/2004,0.3
42,2/4/2004,0.315
42,2/5/2004,0.341
42,2/6/2004,0.338
42,2/7/2004,0.432
42,2/8/2004,0.425
42,2/9/2004,0.417
42,2/10/2004,0.466
42,2/11/2004,0.458
42,2/12/2004,0.45
42,2/13/2004,0.478
42,2/14/2004,0.469
42,2/15/2004,0.459
42,2/16/2004,0.453
42,2/17/2004,0.447
42,2/18/2004,0.479
42,2/19/2004,0.473
42,2/20/2004,0.466
42,2/21/2004,0.46
42,2/22/2004,0.486
42,2/23/2004,0.48
42,2/24/2004,0.495
42,2/26/2004,0.476
42,2/27/2004,0.47
42,2/28/2004,0.464
42,2/29/2004,0.454
42,3/1/2004,0.439
42,3/2/2004,0.411
42,3/3/2004,0.383
42,3/4/2004,0.366
42,3/5/2004,0.331
42,3/6/2004,0.332
42,3/7/2004,0.295
42,3/8/2004,0.294
42,3/9/2004,0.267
42,3/10/2004,0.268
42,3/11/2004,0.267
42,3/12/2004,0.26
42,3/13/2004,0.254
42,3/14/2004,0.252
42,3/15/2004,0.263
42,3/16/2004,0.265
42,3/17/2004,0.273
42,3/18/2004,0.294
42,3/19/2004,0.293
42,3/20/2004,0.292
42,3/21/2004,0.295
42,3/22/2004,0.289
42,3/23/2004,0.287
42,3/24/2004,0.286
42,3/25/2004,0.282
42,3/26/2004,0.188
42,3/27/2004,0.146
42,3/28/2004,0.108
42,3/29/2004,0.079
42,3/30/2004,0.077
42,3/31/2004,0.075
42,4/1/2004,0.061
42,4/2/2004,0.042
42,4/3/2004,0.03
42,4/4/2004,0.004
42,4/5/2004,0
42,4/6/2004,0
42,4/7/2004,0
42,4/8/2004,0
42,4/9/2004,0
42,4/10/2004,0
42,4/11/2004,0
42,4/12/2004,0
42,4/13/2004,0
42,4/14/2004,0
42,4/15/2004,0
42,4/16/2004,0
42,4/17/2004,0
42,4/18/2004,0
42,4/19/2004,0
42,4/20/2004,0
42,4/21/2004,0
42,4/22/2004,0
42,4/23/2004,0
42,4/24/2004,0
42,4/25/2004,0
42,4/26/2004,0.009
42,4/27/2004,0
42,4/28/2004,0
42,4/29/2004,0
42,4/30/2004,0
42,5/1/2004,0
42,5/2/2004,0
42,5/3/2004,0
42,5/4/2004,0
42,5/5/2004,0
42,5/6/2004,0
42,5/7/2004,0
42,5/8/2004,0
42,5/9/2004,0
42,5/10/2004,0
42,5/11/2004,0
42,5/12/2004,0
42,5/13/2004,0
42,5/14/2004,0
42,5/15/2004,0
42,10/1/2004,0
42,10/2/2004,0
42,10/3/2004,0
42,10/4/2004,0
42,10/5/2004,0
42,10/6/2004,0
42,10/7/2004,0
42,10/8/2004,0
42,10/9/2004,0
42,10/10/2004,0
42,10/11/2004,0
42,10/12/2004,0
42,10/13/2004,0
42,10/14/2004,0
42,10/15/2004,0
42,10/16/2004,0
42,10/17/2004,0
42,10/18/2004,0
42,10/19/2004,0
42,10/20/2004,0
42,10/21/2004,0
42,10/22/2004,0
42,10/23/2004,0
42,10/24/2004,0
42,10/25/2004,0
42,10/26/2004,0
42,10/27/2004,0
42,10/28/2004,0
42,10/29/2004,0
42,10/30/2004,0
42,10/31/2004,0
42,11/1/2004,0
42,11/2/2004,0
42,11/3/2004,0
42,11/4/2004,0
42,11/5/2004,0.003
42,11/6/2004,0
42,11/7/2004,0
42,11/8/2004,0
42,11/9/2004,0
42,11/10/2004,0
42,11/11/2004,0
42,11/12/2004,0
42,11/13/2004,0
42,11/14/2004,0
42,11/15/2004,0
42,11/16/2004,0
42,11/17/2004,0
42,11/18/2004,0
42,11/19/2004,0
42,11/20/2004,0
42,11/21/2004,0.002
42,11/22/2004,0
42,11/23/2004,0
42,11/24/2004,0
42,11/25/2004,0
42,11/26/2004,0
42,11/27/2004,0
42,11/28/2004,0
42,11/29/2004,0
42,11/30/2004,0
42,12/1/2004,0
42,12/2/2004,0
42,12/3/2004,0
42,12/4/2004,0.015
42,12/5/2004,0.013
42,12/6/2004,0.01
42,12/7/2004,0.008
42,12/8/2004,0.101
42,12/9/2004,0.174
42,12/10/2004,0.156
42,12/11/2004,0.172
42,12/12/2004,0.168
42,12/13/2004,0.161
42,12/14/2004,0.237
42,12/15/2004,0.23
42,12/16/2004,0.253
42,12/17/2004,0.248
42,12/18/2004,0.242
42,12/19/2004,0.238
42,12/20/2004,0.24
42,12/21/2004,0.29
42,12/22/2004,0.286
42,12/23/2004,0.282
42,12/24/2004,0.202
42,12/25/2004,0.196
42,12/26/2004,0.194
42,12/27/2004,0.201
42,12/28/2004,0.213
42,12/29/2004,0.284
42,12/30/2004,0.282
42,12/31/2004,0.28
42,1/1/2005,0
42,1/2/2005,0.233
42,1/3/2005,0.295
42,1/4/2005,0.276
42,1/5/2005,0.273
42,1/6/2005,0.27
42,1/7/2005,0.35
42,1/8/2005,0.338
42,1/9/2005,0.389
42,1/10/2005,0.378
42,1/11/2005,0.368
42,1/12/2005,0.36
42,1/13/2005,0.414
42,1/14/2005,0.396
42,1/15/2005,0.318
42,1/16/2005,0.315
42,1/17/2005,0.319
42,1/18/2005,0.364
42,1/19/2005,0.362
42,1/20/2005,0.385
42,1/21/2005,0.388
42,1/22/2005,0.386
42,1/23/2005,0.418
42,1/24/2005,0.434
42,1/25/2005,0.443
42,1/26/2005,0.438
42,1/27/2005,0.448
42,1/28/2005,0.443
42,1/29/2005,0.439
42,1/30/2005,0.434
42,1/31/2005,0.428
42,2/1/2005,0.423
42,2/2/2005,0.579
42,2/3/2005,0.576
42,2/4/2005,0.573
42,2/5/2005,0.57
42,2/6/2005,0.549
42,2/7/2005,0.535
42,2/8/2005,0.527
42,2/9/2005,0.515
42,2/10/2005,0.54
42,2/11/2005,0.811
42,2/12/2005,0.838
42,2/13/2005,0.827
42,2/14/2005,0.818
42,2/15/2005,0.892
42,2/16/2005,0.894
42,2/17/2005,0.851
42,2/18/2005,0.844
42,2/19/2005,0.901
42,2/20/2005,0.894
42,2/21/2005,0.888
42,2/22/2005,0.942
42,2/23/2005,0.953
42,2/24/2005,0.953
42,2/25/2005,0.946
42,2/26/2005,0.94
42,2/27/2005,0.935
42,2/28/2005,0.928
42,3/1/2005,0.923
42,3/2/2005,1.005
42,3/3/2005,0.978
42,3/4/2005,0.97
42,3/5/2005,0.962
42,3/6/2005,0.955
42,3/7/2005,0.961
42,3/8/2005,0.963
42,3/9/2005,1.109
42,3/10/2005,1.099
42,3/11/2005,1.086
42,3/12/2005,1.08
42,3/13/2005,1.325
42,3/14/2005,1.29
42,3/15/2005,1.263
42,3/16/2005,1.24
42,3/17/2005,1.101
42,3/18/2005,1.087
42,3/19/2005,1.074
42,3/20/2005,1.055
42,3/21/2005,1.021
42,3/22/2005,1.002
42,3/23/2005,0.978
42,3/24/2005,0.971
42,3/25/2005,0.956
42,3/26/2005,0.944
42,3/27/2005,0.934
42,3/28/2005,0.916
42,3/29/2005,0.994
42,3/30/2005,0.948
42,3/31/2005,0.963
42,4/1/2005,0.934
42,4/2/2005,0.917
42,4/3/2005,0.978
42,4/4/2005,0.928
42,4/5/2005,0.902
42,4/6/2005,0.864
42,4/7/2005,0.819
42,4/8/2005,0.771
42,4/9/2005,0.729
42,4/10/2005,0.701
42,4/11/2005,0.658
42,4/12/2005,0.647
42,4/13/2005,0.639
42,4/14/2005,0.552
42,4/15/2005,0.525
42,4/16/2005,0.495
42,4/17/2005,0.462
42,4/18/2005,0.401
42,4/19/2005,0.354
42,4/20/2005,0.285
42,4/21/2005,0.167
42,4/22/2005,0.143
42,4/23/2005,0.105
42,4/24/2005,0.084
42,4/25/2005,0
42,4/26/2005,0
42,4/27/2005,0
42,4/28/2005,0
42,4/29/2005,0
42,4/30/2005,0
42,5/1/2005,0
42,5/2/2005,0
42,5/3/2005,0
42,5/4/2005,0
42,5/5/2005,0
42,5/6/2005,0
42,5/7/2005,0
42,5/8/2005,0
42,5/9/2005,0
42,5/10/2005,0
42,5/11/2005,0
42,5/12/2005,0
42,5/13/2005,0
42,5/14/2005,0
42,5/15/2005,0
42,10/1/2005,0
42,10/2/2005,0
42,10/3/2005,0
42,10/4/2005,0
42,10/5/2005,0
42,10/6/2005,0
42,10/7/2005,0
42,10/8/2005,0
42,10/9/2005,0
42,10/10/2005,0
42,10/11/2005,0
42,10/12/2005,0
42,10/13/2005,0
42,10/14/2005,0
42,10/15/2005,0
42,10/16/2005,0
42,10/17/2005,0
42,10/18/2005,0
42,10/19/2005,0
42,10/20/2005,0
42,10/21/2005,0
42,10/22/2005,0
42,10/23/2005,0
42,10/24/2005,0
42,10/25/2005,0
42,10/26/2005,0
42,10/27/2005,0
42,10/28/2005,0
42,10/29/2005,0
42,10/30/2005,0
42,10/31/2005,0
42,11/1/2005,0
42,11/2/2005,0
42,11/3/2005,0
42,11/4/2005,0
42,11/5/2005,0
42,11/6/2005,0
42,11/7/2005,0
42,11/8/2005,0
42,11/9/2005,0
42,11/10/2005,0.09
42,11/11/2005,0.055
42,11/12/2005,0.055
42,11/13/2005,0.052
42,11/14/2005,0.034
42,11/15/2005,0
42,11/16/2005,0.001
42,11/17/2005,0
42,11/18/2005,0.002
42,11/19/2005,0.007
42,11/20/2005,0.005
42,11/21/2005,0
42,11/22/2005,0
42,11/23/2005,0.014
42,11/24/2005,0.019
42,11/25/2005,0.093
42,11/26/2005,0.089
42,11/27/2005,0.097
42,11/28/2005,0.095
42,11/29/2005,0.091
42,11/30/2005,0.03
42,12/1/2005,0
42,12/2/2005,0
42,12/3/2005,0.011
42,12/4/2005,0.01
42,12/5/2005,0.021
42,12/6/2005,0.018
42,12/7/2005,0.02
42,12/8/2005,0.028
42,12/9/2005,0.025
42,12/10/2005,0.15
42,12/11/2005,0.134
42,12/12/2005,0.125
42,12/13/2005,0.127
42,12/14/2005,0.122
42,12/15/2005,0.118
42,12/16/2005,0.114
42,12/17/2005,0.221
42,12/18/2005,0.209
42,12/19/2005,0.199
42,12/20/2005,0.207
42,12/21/2005,0.208
42,12/22/2005,0.199
42,12/23/2005,0.194
42,12/24/2005,0.246
42,12/25/2005,0.227
42,12/26/2005,0.132
42,12/27/2005,0.146
42,12/28/2005,0.167
42,12/29/2005,0.166
42,12/30/2005,0.159
42,12/31/2005,0.159
42,1/1/2006,0.158
42,1/2/2006,0.16
42,1/3/2006,0.16
42,1/4/2006,0.159
42,1/5/2006,0.158
42,1/6/2006,0.217
42,1/7/2006,0.23
42,1/8/2006,0.227
42,1/9/2006,0.226
42,1/10/2006,0.226
42,1/11/2006,0.222
42,1/12/2006,0.194
42,1/13/2006,0.172
42,1/14/2006,0.163
42,1/15/2006,0.183
42,1/16/2006,0.333
42,1/17/2006,0.325
42,1/18/2006,0.318
42,1/19/2006,0.189
42,1/20/2006,0.189
42,1/21/2006,0.17
42,1/22/2006,0.148
42,1/23/2006,0.147
42,1/24/2006,0.165
42,1/25/2006,0.173
42,1/26/2006,0.255
42,1/27/2006,0.251
42,1/28/2006,0.246
42,1/29/2006,0.203
42,1/30/2006,0.264
42,1/31/2006,0.271
42,2/1/2006,0.31
42,2/2/2006,0.304
42,2/3/2006,0.298
42,2/4/2006,0.25
42,2/5/2006,0.237
42,2/6/2006,0.216
42,2/7/2006,0.223
42,2/8/2006,0.24
42,2/9/2006,0.239
42,2/10/2006,0.204
42,2/11/2006,0.204
42,2/12/2006,0.203
42,2/13/2006,0.252
42,2/14/2006,0.241
42,2/15/2006,0.248
42,2/16/2006,0.215
42,2/17/2006,0.211
42,2/18/2006,0.196
42,2/19/2006,0.202
42,2/20/2006,0.204
42,2/21/2006,0.205
42,2/22/2006,0.231
42,2/23/2006,0.231
42,2/24/2006,0.267
42,2/25/2006,0.289
42,2/26/2006,0.344
42,2/27/2006,0.344
42,2/28/2006,0.341
42,3/1/2006,0.337
42,3/2/2006,0.334
42,3/3/2006,0.336
42,3/4/2006,0.334
42,3/5/2006,0.332
42,3/6/2006,0.328
42,3/7/2006,0.324
42,3/8/2006,0.32
42,3/9/2006,0.317
42,3/10/2006,0.378
42,3/11/2006,0.311
42,3/12/2006,0.259
42,3/13/2006,0.239
42,3/14/2006,0.217
42,3/15/2006,0.207
42,3/16/2006,0.258
42,3/17/2006,0.228
42,3/18/2006,0.225
42,3/19/2006,0.228
42,3/20/2006,0.24
42,3/21/2006,0.237
42,3/22/2006,0.233
42,3/23/2006,0.231
42,3/24/2006,0.187
42,3/25/2006,0.17
42,3/26/2006,0.159
42,3/27/2006,0.147
42,3/28/2006,0.129
42,3/29/2006,0.109
42,3/30/2006,0.085
42,3/31/2006,0.06
42,4/1/2006,0
42,4/2/2006,0
42,4/3/2006,0
42,4/4/2006,0
42,4/5/2006,0.171
42,4/6/2006,0.155
42,4/7/2006,0.094
42,4/8/2006,0.051
42,4/9/2006,0.046
42,4/10/2006,0.03
42,4/11/2006,0.001
42,4/12/2006,0
42,4/13/2006,0
42,4/14/2006,0
42,4/15/2006,0
42,4/16/2006,0
42,4/17/2006,0
42,4/18/2006,0
42,4/19/2006,0
42,4/20/2006,0
42,4/21/2006,0
42,4/22/2006,0
42,4/23/2006,0
42,4/24/2006,0
42,4/25/2006,0
42,4/26/2006,0
42,4/27/2006,0
42,4/28/2006,0
42,4/29/2006,0
42,4/30/2006,0
42,5/1/2006,0
42,5/2/2006,0
42,5/3/2006,0
42,5/4/2006,0
42,5/5/2006,0
42,5/6/2006,0
42,5/7/2006,0
42,5/8/2006,0
42,5/9/2006,0
42,5/10/2006,0
42,5/11/2006,0
42,5/12/2006,0
42,5/13/2006,0
42,5/14/2006,0
42,5/15/2006,0
42,10/2/2006,0
42,10/3/2006,0
42,10/4/2006,0
42,10/5/2006,0
42,10/6/2006,0
42,10/7/2006,0
42,10/8/2006,0
42,10/9/2006,0
42,10/10/2006,0
42,10/11/2006,0
42,10/12/2006,0
42,10/13/2006,0
42,10/14/2006,0
42,10/15/2006,0
42,10/16/2006,0
42,10/17/2006,0
42,10/18/2006,0
42,10/19/2006,0
42,10/20/2006,0
42,10/21/2006,0
42,10/22/2006,0
42,10/23/2006,0
42,10/24/2006,0
42,10/25/2006,0
42,10/26/2006,0
42,10/27/2006,0
42,10/28/2006,0
42,10/29/2006,0
42,10/30/2006,0
42,10/31/2006,0
42,11/1/2006,0
42,11/2/2006,0
42,11/3/2006,0.001
42,11/4/2006,0
42,11/5/2006,0
42,11/6/2006,0
42,11/7/2006,0
42,11/8/2006,0
42,11/9/2006,0
42,11/10/2006,0
42,11/11/2006,0
42,11/12/2006,0
42,11/13/2006,0
42,11/14/2006,0
42,11/15/2006,0
42,11/16/2006,0
42,11/17/2006,0
42,11/18/2006,0
42,11/19/2006,0
42,11/20/2006,0
42,11/21/2006,0
42,11/22/2006,0
42,11/23/2006,0
42,11/24/2006,0
42,11/25/2006,0
42,11/26/2006,0
42,11/27/2006,0
42,11/28/2006,0
42,11/29/2006,0
42,11/30/2006,0
42,12/1/2006,0
42,12/2/2006,0
42,12/3/2006,0
42,12/4/2006,0
42,12/5/2006,0.009
42,12/6/2006,0.013
42,12/7/2006,0.012
42,12/8/2006,0.036
42,12/9/2006,0.046
42,12/10/2006,0.044
42,12/11/2006,0.026
42,12/12/2006,0
42,12/13/2006,0
42,12/14/2006,0
42,12/15/2006,0
42,12/16/2006,0
42,12/17/2006,0
42,12/18/2006,0
42,12/19/2006,0
42,12/20/2006,0.001
42,12/21/2006,0
42,12/22/2006,0
42,12/23/2006,0.005
42,12/24/2006,0.025
42,12/25/2006,0.002
42,12/26/2006,0
42,12/27/2006,0.023
42,12/28/2006,0.024
42,12/29/2006,0.025
42,12/30/2006,0.024
42,12/31/2006,0.079
42,1/1/2007,0.076
42,1/2/2007,0.23
42,1/3/2007,0.218
42,1/4/2007,0.076
42,1/5/2007,0.069
42,1/6/2007,0.008
42,1/7/2007,0
42,1/8/2007,0
42,1/9/2007,0.065
42,1/10/2007,0.073
42,1/11/2007,0.08
42,1/12/2007,0.079
42,1/13/2007,0.077
42,1/14/2007,0.052
42,1/15/2007,0.076
42,1/16/2007,0.246
42,1/17/2007,0.235
42,1/18/2007,0.228
42,1/19/2007,0.152
42,1/20/2007,0.173
42,1/21/2007,0.177
42,1/22/2007,0.172
42,1/23/2007,0.174
42,1/24/2007,0.178
42,1/25/2007,0.174
42,1/26/2007,0.171
42,1/27/2007,0.169
42,1/28/2007,0.166
42,1/29/2007,0.167
42,1/30/2007,0.164
42,1/31/2007,0.162
42,2/1/2007,0.168
42,2/2/2007,0.169
42,2/3/2007,0.23
42,2/4/2007,0.252
42,2/5/2007,0.248
42,2/6/2007,0.253
42,2/7/2007,0.249
42,2/8/2007,0.257
42,2/9/2007,0.295
42,2/10/2007,0.302
42,2/11/2007,0.309
42,2/12/2007,0.3
42,2/13/2007,0.3
42,2/15/2007,0.653
42,2/16/2007,0.614
42,2/17/2007,0.565
42,2/18/2007,0.536
42,2/19/2007,0.533
42,2/20/2007,0.515
42,2/21/2007,0.504
42,2/22/2007,0.489
42,2/23/2007,0.512
42,2/24/2007,0.457
42,2/25/2007,0.447
42,2/26/2007,0.436
42,2/27/2007,0.427
42,2/28/2007,0.418
42,3/1/2007,0.384
42,3/2/2007,0.378
42,3/3/2007,0.743
42,3/4/2007,0.69
42,3/5/2007,0.741
42,3/6/2007,0.756
42,3/7/2007,0.73
42,3/8/2007,0.709
42,3/9/2007,0.569
42,3/10/2007,0.557
42,3/11/2007,0.509
42,3/12/2007,0.443
42,3/13/2007,0.415
42,3/14/2007,0.393
42,3/15/2007,0.279
42,3/16/2007,0.231
42,3/17/2007,0.363
42,3/18/2007,0.586
42,3/19/2007,0.579
42,3/20/2007,0.49
42,3/21/2007,0.493
42,3/22/2007,0.48
42,3/23/2007,0.308
42,3/24/2007,0.249
42,3/25/2007,0.254
42,3/27/2007,0.216
42,3/28/2007,0.168
42,3/29/2007,0.235
42,3/30/2007,0.226
42,3/31/2007,0.201
42,4/1/2007,0.189
42,4/2/2007,0.158
42,4/3/2007,0.148
42,4/4/2007,0.133
42,4/5/2007,0.364
42,4/6/2007,0.474
42,4/7/2007,0.454
42,4/8/2007,0.449
42,4/9/2007,0.455
42,4/10/2007,0.297
42,4/11/2007,0.287
42,4/12/2007,0.266
42,4/13/2007,0.501
42,4/14/2007,0.451
42,4/15/2007,0.427
42,4/16/2007,0.615
42,4/17/2007,0.484
42,4/18/2007,0.463
42,4/19/2007,0.414
42,4/20/2007,0.358
42,4/21/2007,0.186
42,4/22/2007,0.118
42,4/23/2007,0.044
42,4/24/2007,0
42,4/25/2007,0
42,4/26/2007,0
42,4/27/2007,0
42,4/28/2007,0
42,4/29/2007,0
42,4/30/2007,0
42,5/1/2007,0
42,5/2/2007,0
42,5/3/2007,0
42,5/4/2007,0
42,5/5/2007,0
42,5/6/2007,0
42,5/7/2007,0
42,5/8/2007,0
42,5/9/2007,0
42,5/10/2007,0
42,5/11/2007,0
42,5/12/2007,0
42,5/13/2007,0
42,5/14/2007,0
42,5/15/2007,0
42,10/1/2007,0
42,10/2/2007,0
42,10/3/2007,0
42,10/4/2007,0
42,10/5/2007,0
42,10/6/2007,0
42,10/7/2007,0
42,10/8/2007,0
42,10/9/2007,0
42,10/10/2007,0
42,10/11/2007,0
42,10/12/2007,0
42,10/13/2007,0
42,10/14/2007,0
42,10/15/2007,0
42,10/16/2007,0
42,10/17/2007,0
42,10/18/2007,0
42,10/19/2007,0
42,10/20/2007,0
42,10/21/2007,0
42,10/22/2007,0
42,10/23/2007,0
42,10/24/2007,0
42,10/25/2007,0
42,10/26/2007,0
42,10/27/2007,0
42,10/28/2007,0
42,10/29/2007,0
42,10/30/2007,0
42,10/31/2007,0
42,11/1/2007,0
42,11/2/2007,0
42,11/3/2007,0
42,11/4/2007,0
42,11/5/2007,0
42,11/6/2007,0
42,11/7/2007,0
42,11/8/2007,0
42,11/9/2007,0
42,11/10/2007,0
42,11/11/2007,0
42,11/12/2007,0
42,11/13/2007,0
42,11/14/2007,0
42,11/15/2007,0
42,11/16/2007,0
42,11/17/2007,0.008
42,11/18/2007,0.007
42,11/19/2007,0.006
42,11/20/2007,0.005
42,11/21/2007,0.067
42,11/22/2007,0.059
42,11/23/2007,0.024
42,11/24/2007,0.024
42,11/25/2007,0.023
42,11/26/2007,0.025
42,11/27/2007,0
42,11/28/2007,0.002
42,11/29/2007,0.005
42,11/30/2007,0.008
42,12/1/2007,0.012
42,12/2/2007,0.025
42,12/3/2007,0.022
42,12/4/2007,0.317
42,12/5/2007,0.301
42,12/6/2007,0.295
42,12/7/2007,0.278
42,12/8/2007,0.276
42,12/9/2007,0.268
42,12/10/2007,0.26
42,12/11/2007,0.194
42,12/12/2007,0.197
42,12/13/2007,0.197
42,12/14/2007,0.252
42,12/15/2007,0.295
42,12/16/2007,0.285
42,12/17/2007,0.539
42,12/18/2007,0.505
42,12/19/2007,0.461
42,12/20/2007,0.449
42,12/21/2007,0.52
42,12/22/2007,0.499
42,12/23/2007,0.481
42,12/24/2007,0.405
42,12/25/2007,0.315
42,12/26/2007,0.292
42,12/27/2007,0.29
42,12/28/2007,0.347
42,12/29/2007,0.353
42,12/30/2007,0.455
42,12/31/2007,0.447
42,1/1/2008,0.561
42,1/2/2008,0.703
42,1/3/2008,0.655
42,1/4/2008,0.636
42,1/5/2008,0.62
42,1/6/2008,0.611
42,1/7/2008,0.596
42,1/8/2008,0.563
42,1/9/2008,0.458
